,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
蓝碧源艺术纸价格表,,,,,,,,伯爵是按合作协议价11000/吨的，曼雅高感8800/吨，欧纯棉纸按市场价格7折，其他产品按市场价格75折执行，,,,,,,,,,,
产品系列,产品名称,平台编码,克重,颜色,规格,,"2026年
市场张价",,,,,,,,,,,
色域系列,彩砂纹,A3314-270-G0601,270,草绿,787,1092,11,,,,,,,,,,,
色域系列,陨痕,A3317-120-W0401,120,暖白,787,1092,4.1,,,,,,,,,,,
色域系列,陨痕,A3317-270-W0401,270,暖白,787,1092,9.3,,,,,,,,,,,
色域系列,陨痕,A3317-120-H3201,120,高级灰,787,1092,4.4,,,,,,,,,,,
色域系列,陨痕,A3317-270-H3201,270,高级灰,787,1092,9.9,,,,,,,,,,,
色域系列,陨痕,A3317-120-C0101,120,棕米,787,1092,4.4,,,,,,,,,,,
色域系列,陨痕,A3317-270-C0101,270,棕米,787,1092,9.9,,,,,,,,,,,
色域系列,陨痕,A3317-120-H3601,120,深灰,787,1092,4.6,,,,,,,,,,,
色域系列,陨痕,A3317-270-H3601,270,深灰,787,1092,10.4,,,,,,,,,,,
色域系列,陨痕,A3317-120-K0201,120,格黑,787,1092,5.4,,,,,,,,,,,
色域系列,陨痕,A3317-270-K0201,270,格黑,787,1092,12.2,,,,,,,,,,,
色域系列,陨痕,A3317-120-Y1701,120,鹅蛋黄,787,1092,4.9,,,,,,,,,,,
色域系列,陨痕,A3317-270-Y1701,270,鹅蛋黄,787,1092,11,,,,,,,,,,,
色域系列,陨痕,A3317-120-R2801,120,热情红,787,1092,4.9,,,,,,,,,,,
色域系列,陨痕,A3317-270-R2801,270,热情红,787,1092,11,,,,,,,,,,,
色域系列,陨痕,A3317-120-B1101,120,仙蓝,787,1092,4.9,,,,,,,,,,,
色域系列,陨痕,A3317-270-B1101,270,仙蓝,787,1092,11,,,,,,,,,,,
色域系列,陨痕,A3317-120-B1401,120,新宝蓝,787,1092,4.9,,,,,,,,,,,
色域系列,陨痕,A3317-270-B1401,270,新宝蓝,787,1092,11,,,,,,,,,,,
色域系列,陨痕,A3317-120-G0601,120,草绿,787,1092,4.9,,,,,,,,,,,
色域系列,陨痕,A3317-270-G0601,270,草绿,787,1092,11,,,,,,,,,,,
色域系列,星点纸,A3309-110-W0101,110,超白,787,1092,4,,,,,,,,,,,
色域系列,星点纸,A3309-216-W0101,216,超白,787,1092,7.9,,,,,,,,,,,
色域系列,星点纸,A3309-270-W0101,270,超白,787,1092,9.9,,,,,,,,,,,
色域系列,星点纸,A3309-110-K0101,110,黑色,787,1092,5,,,,,,,,,,,
色域系列,星点纸,A3309-216-K0101,216,黑色,787,1092,9.7,,,,,,,,,,,
色域系列,星点纸,A3309-270-K0101,270,黑色,787,1092,12.2,,,,,,,,,,,
色域系列,星点纸,A3309-110-Y0101,110,米黄,787,1092,4.3,,,,,,,,,,,
色域系列,星点纸,A3309-216-Y0101,216,米黄,787,1092,8.4,,,,,,,,,,,
色域系列,星点纸,A3309-270-Y0101,270,米黄,787,1092,10.4,,,,,,,,,,,
色域系列,星点纸,A3309-110-Y0701,110,金桔,787,1092,4.7,,,,,,,,,,,
色域系列,星点纸,A3309-216-Y0701,216,金桔,787,1092,9.3,,,,,,,,,,,
色域系列,星点纸,A3309-270-Y0701,270,金桔,787,1092,11.6,,,,,,,,,,,
色域系列,星点纸,A3309-110-R0401,110,大红,787,1092,4.7,,,,,,,,,,,
色域系列,星点纸,A3309-216-R0401,216,大红,787,1092,9.3,,,,,,,,,,,
色域系列,星点纸,A3309-270-R0401,270,大红,787,1092,11.6,,,,,,,,,,,
色域系列,星点纸,A3309-110-B0401,110,宝蓝,787,1092,4.7,,,,,,,,,,,
色域系列,星点纸,A3309-216-B0401,216,宝蓝,787,1092,9.3,,,,,,,,,,,
色域系列,星点纸,A3309-270-B0401,270,宝蓝,787,1092,11.6,,,,,,,,,,,
色域系列,晶美纹,A3307-124-W0201,124,晶白,787,1092,8.6,,,,,,,,,,,
色域系列,晶美纹,A3307-284-W0201,284,晶白,787,1092,16,,,,,,,,,,,
色域系列,晶美纹,A3307-124-H1001,124,银灰,787,1092,8.6,,,,,,,,,,,
色域系列,晶美纹,A3307-284-H1001,284,银灰,787,1092,16,,,,,,,,,,,
色域系列,晶美纹,A3307-124-K0901,124,玛瑙黑,787,1092,9.9,,,,,,,,,,,
色域系列,晶美纹,A3307-284-K0901,284,玛瑙黑,787,1092,19.5,,,,,,,,,,,
色域系列,晶美纹,A3307-124-Y0101,124,晶米,787,1092,8.6,,,,,,,,,,,
色域系列,晶美纹,A3307-284-Y0101,284,晶米,787,1092,16,,,,,,,,,,,
色域系列,晶美纹,A3307-124-C0101,124,香槟,787,1092,8.6,,,,,,,,,,,
色域系列,晶美纹,A3307-284-C0101,284,香槟,787,1092,16,,,,,,,,,,,
色域系列,晶美纹,A3307-124-C3601,124,晶咖,787,1092,8.6,,,,,,,,,,,
色域系列,晶美纹,A3307-284-C3601,284,晶咖,787,1092,16,,,,,,,,,,,
色域系列,晶美纹,A3307-124-G0801,124,青柠荧,787,1092,8.6,,,,,,,,,,,
色域系列,晶美纹,A3307-284-G0801,284,青柠荧,787,1092,16,,,,,,,,,,,
色域系列,晶美纹,A3307-124-R1501,124,粉心荧,787,1092,8.6,,,,,,,,,,,
色域系列,晶美纹,A3307-284-R1501,284,粉心荧,787,1092,16,,,,,,,,,,,
色域系列,晶美纹,A3307-124-R0401,124,玛瑙红,787,1092,8.6,,,,,,,,,,,
色域系列,晶美纹,A3307-284-R0401,284,玛瑙红,787,1092,16,,,,,,,,,,,
色域系列,晶美纹,A3307-124-B0601,124,星空蓝,787,1092,8.6,,,,,,,,,,,
色域系列,晶美纹,A3307-284-B0601,284,星空蓝,787,1092,16,,,,,,,,,,,
色域系列,冰点纹,A3308-124-W0201,124,晶白,787,1092,8.6,,,,,,,,,,,
色域系列,冰点纹,A3308-284-W0201,284,晶白,787,1092,16,,,,,,,,,,,
色域系列,冰点纹,A3308-124-H1001,124,灰金,787,1092,8.6,,,,,,,,,,,
色域系列,冰点纹,A3308-284-H1001,284,灰金,787,1092,16,,,,,,,,,,,
色域系列,冰点纹,A3308-124-C3601,124,珍金,787,1092,8.6,,,,,,,,,,,
色域系列,冰点纹,A3308-284-C3601,284,珍金,787,1092,16,,,,,,,,,,,
色域系列,冰点纹,A3308-124-K0901,124,玛瑙黑,787,1092,9.6,,,,,,,,,,,
色域系列,冰点纹,A3308-284-K0901,284,玛瑙黑,787,1092,18,,,,,,,,,,,
色域系列,冰点纹,A3308-124-G0401,124,新绿,787,1092,8.6,,,,,,,,,,,
色域系列,冰点纹,A3308-284-G0401,284,新绿,787,1092,16,,,,,,,,,,,
色域系列,冰点纹,A3308-124-R2801,124,玫红,787,1092,8.6,,,,,,,,,,,
色域系列,冰点纹,A3308-284-R2801,284,玫红,787,1092,16,,,,,,,,,,,
色域系列,冰点纹,A3308-124-B0501,124,水蓝,787,1092,8.6,,,,,,,,,,,
色域系列,冰点纹,A3308-284-B0501,284,水蓝,787,1092,16,,,,,,,,,,,
色域系列,冰点纹,A3308-124-B1101,124,仙蓝,787,1092,8.6,,,,,,,,,,,
色域系列,冰点纹,A3308-284-B1101,284,仙蓝,787,1092,16,,,,,,,,,,,
色域系列,冰点纹,A3308-124-P0301,124,尚紫,787,1092,8.6,,,,,,,,,,,
色域系列,冰点纹,A3308-284-P0301,284,尚紫,787,1092,16,,,,,,,,,,,
色域系列,新星梦,A3305-120-W0201,120,星白,787,1092,7.6,,,,,,,,,,,
色域系列,新星梦,A3305-285-W0201,285,星白,787,1092,14,,,,,,,,,,,
色域系列,新星梦,A3305-120-H1301,120,银灰,787,1092,7.6,,,,,,,,,,,
色域系列,新星梦,A3305-285-H1301,285,银灰,787,1092,14,,,,,,,,,,,
色域系列,新星梦,A3305-120-H1601,120,深银灰,787,1092,7.6,,,,,,,,,,,
色域系列,新星梦,A3305-285-H1601,285,深银灰,787,1092,14,,,,,,,,,,,
色域系列,新星梦,A3305-120-K0901,120,玄黑,787,1092,10.8,,,,,,,,,,,
色域系列,新星梦,A3305-285-K0901,285,玄黑,787,1092,19.8,,,,,,,,,,,
色域系列,新星梦,A3305-120-Y0101,120,星光米,787,1092,7.6,,,,,,,,,,,
色域系列,新星梦,A3305-285-Y0101,285,星光米,787,1092,14,,,,,,,,,,,
色域系列,新星梦,A3305-120-H3901,120,香槟,787,1092,7.6,,,,,,,,,,,
色域系列,新星梦,A3305-285-H3901,285,香槟,787,1092,14,,,,,,,,,,,
色域系列,新星梦,A3305-120-C0301,120,星金,787,1092,9.2,,,,,,,,,,,
色域系列,新星梦,A3305-285-C0301,285,星金,787,1092,16,,,,,,,,,,,
色域系列,新星梦,A3305-120-R0201,120,古铜,787,1092,9.2,,,,,,,,,,,
色域系列,新星梦,A3305-285-R0201,285,古铜,787,1092,17.1,,,,,,,,,,,
色域系列,新星梦,A3305-120-K0301,120,星棕,787,1092,7.6,,,,,,,,,,,
色域系列,新星梦,A3305-285-K0301,285,星棕,787,1092,16,,,,,,,,,,,
色域系列,新星梦,A3305-120-Y1101,120,金色,787,1092,10.8,,,,,,,,,,,
色域系列,新星梦,A3305-285-Y1101,285,金色,787,1092,19.8,,,,,,,,,,,
色域系列,新星梦,A3305-120-Y1401,120,金桔,787,1092,10.3,,,,,,,,,,,
色域系列,新星梦,A3305-285-Y1401,285,金桔,787,1092,17.1,,,,,,,,,,,
色域系列,新星梦,A3305-120-R2801,120,热情红,787,1092,9.2,,,,,,,,,,,
色域系列,新星梦,A3305-285-R2801,285,热情红,787,1092,16,,,,,,,,,,,
色域系列,新星梦,A3305-120-R0801,120,星红,787,1092,9.2,,,,,,,,,,,
色域系列,新星梦,A3305-285-R0801,285,星红,787,1092,16,,,,,,,,,,,
色域系列,新星梦,A3305-120-G1001,120,缇芙兰,787,1092,9.2,,,,,,,,,,,
色域系列,新星梦,A3305-285-G1001,285,缇芙兰,787,1092,16,,,,,,,,,,,
色域系列,新星梦,A3305-120-BK0901,120,宝石蓝,787,1092,9.2,,,,,,,,,,,
色域系列,新星梦,A3305-285-BK0901,285,宝石蓝,787,1092,16,,,,,,,,,,,
色域系列,新星梦,A3305-120-G0501,120,翠绿,787,1092,9.2,,,,,,,,,,,
色域系列,新星梦,A3305-285-G0501,285,翠绿,787,1092,16,,,,,,,,,,,
色域系列,细绒纹,A3316-130-W0201,130,超白,787,1092,9.6,,,,,,,,,,,
色域系列,细绒纹,A3316-280-W0201,280,超白,787,1092,16.8,,,,,,,,,,,
色域系列,细绒纹,A3316-130-H2501,130,浅灰,787,1092,9.6,,,,,,,,,,,
色域系列,细绒纹,A3316-280-H2501,280,浅灰,787,1092,16.8,,,,,,,,,,,
色域系列,细绒纹,A3316-130-K0901,130,格黑,787,1092,10.6,,,,,,,,,,,
色域系列,细绒纹,A3316-280-K0901,280,格黑,787,1092,18.8,,,,,,,,,,,
色域系列,细绒纹,A3316-130-Y0101,130,米黄,787,1092,9.6,,,,,,,,,,,
色域系列,细绒纹,A3316-280-Y0101,280,米黄,787,1092,16.8,,,,,,,,,,,
色域系列,细绒纹,A3316-130-C0101,130,棕米,787,1092,9.6,,,,,,,,,,,
色域系列,细绒纹,A3316-280-C0101,280,棕米,787,1092,16.8,,,,,,,,,,,
色域系列,细绒纹,A3316-130-C3601,130,咖啡,787,1092,10.6,,,,,,,,,,,
色域系列,细绒纹,A3316-280-C3601,280,咖啡,787,1092,18.8,,,,,,,,,,,
色域系列,细绒纹,A3316-130-R2201,130,西柚红,787,1092,9.6,,,,,,,,,,,
色域系列,细绒纹,A3316-280-R2201,280,西柚红,787,1092,16.8,,,,,,,,,,,
色域系列,细绒纹,A3316-130-R2801,130,热情红,787,1092,10.6,,,,,,,,,,,
色域系列,细绒纹,A3316-280-R2801,280,热情红,787,1092,18.8,,,,,,,,,,,
色域系列,细绒纹,A3316-130-B2201,130,知更鸟蓝,787,1092,9.6,,,,,,,,,,,
色域系列,细绒纹,A3316-280-B2201,280,知更鸟蓝,787,1092,16.8,,,,,,,,,,,
色域系列,细绒纹,A3316-130-G1501,130,孔雀蓝,787,1092,9.6,,,,,,,,,,,
色域系列,细绒纹,A3316-280-G1501,280,孔雀蓝,787,1092,16.8,,,,,,,,,,,
色域系列,细绒纹,A3316-130-B1401,130,新宝蓝,787,1092,10.6,,,,,,,,,,,
色域系列,细绒纹,A3316-280-B1401,280,新宝蓝,787,1092,18.8,,,,,,,,,,,
色域系列,细绒纹,A3316-130-H4401,130,莫兰迪米,787,1092,9.6,,,,,,,,,,,
色域系列,细绒纹,A3316-280-H4401,280,莫兰迪米,787,1092,16.8,,,,,,,,,,,
色域系列,细绒纹,A3316-130-G1401,130,青棕,787,1092,10.6,,,,,,,,,,,
色域系列,细绒纹,A3316-280-G1401,280,青棕,787,1092,18.8,,,,,,,,,,,
色域系列,美肌,A3304-130-W0201,130,白色,787,1092,12,,,,,,,,,,,
色域系列,美肌,A3304-330-W0201,330,白色,787,1092,30,,,,,,,,,,,
色域系列,美肌,A3304-130-HK0801,130,米白,787,1092,12,,,,,,,,,,,
色域系列,美肌,A3304-330-HK0801,330,米白,787,1092,30,,,,,,,,,,,
色域系列,美肌,A3304-130-K0801,130,灰色,787,1092,12,,,,,,,,,,,
色域系列,美肌,A3304-330-K0801,330,灰色,787,1092,30,,,,,,,,,,,
色域系列,美肌,A3304-130-W0301,130,黑色,787,1092,12,,,,,,,,,,,
色域系列,美肌,A3304-330-W0301,330,黑色,787,1092,30,,,,,,,,,,,
色域系列,美肌,A3304-130-C0801,130,深咖,787,1092,12,,,,,,,,,,,
色域系列,美肌,A3304-330-C0801,330,深咖,787,1092,30,,,,,,,,,,,
色域系列,美肌,A3304-130-Y0401,130,橙色,787,1092,12,,,,,,,,,,,
色域系列,美肌,A3304-330-Y0401,330,橙色,787,1092,30,,,,,,,,,,,
色域系列,美肌,A3304-130-R0401,130,鲜红,787,1092,12,,,,,,,,,,,
色域系列,美肌,A3304-330-R0401,330,鲜红,787,1092,30,,,,,,,,,,,
色域系列,美肌,A3304-130-R0801,130,酒红,787,1092,12,,,,,,,,,,,
色域系列,美肌,A3304-330-R0801,330,酒红,787,1092,30,,,,,,,,,,,
色域系列,美肌,A3304-130-BK0801,130,深蓝,787,1092,12,,,,,,,,,,,
色域系列,美肌,A3304-330-BK0801,330,深蓝,787,1092,30,,,,,,,,,,,
博苒系列,博苒优彩,A4401-125-W0401,125,白色,787,1092,2.7,,,,,,,,,,,
博苒系列,博苒优彩,A4401-125-W0403,125,白色,889,635,1.8,,,,,,,,,,,
博苒系列,博苒优彩,A4401-200-W0401,200,白色,787,1092,4.3,,,,,,,,,,,
博苒系列,博苒优彩,A4401-200-W0403,200,白色,889,635,2.8,,,,,,,,,,,
博苒系列,博苒优彩,A4401-270-W0401,270,白色,787,1092,5.8,,,,,,,,,,,
博苒系列,博苒优彩,A4401-270-W0403,270,白色,889,635,3.8,,,,,,,,,,,
博苒系列,博苒优彩,A4401-300-W0401,300,白色,787,1092,6.4,,,,,,,,,,,
博苒系列,博苒优彩,A4401-300-W0403,300,白色,889,635,4.2,,,,,,,,,,,
博苒系列,博苒优彩,A4401-350-W0401,350,白色,787,1092,7.5,,,,,,,,,,,
博苒系列,博苒原白,A4402-120-W0401,120,原白,787,1092,2.4,,,,,,,,,,,
博苒系列,博苒原白,A4402-180-W0401,180,原白,787,1092,3.6,,,,,,,,,,,
博苒系列,博苒原白,A4402-250-W0401,250,原白,787,1092,4.9,,,,,,,,,,,
博苒系列,博苒原白,A4402-280-W0401,280,原白,787,1092,5.5,,,,,,,,,,,
博苒系列,博苒原白,A4402-330-W0401,330,原白,787,1092,6.5,,,,,,,,,,,
博苒系列,博苒优黑,A4403-120-K0901,120,优黑,787,1092,6.3,,,,,,,,,,,
博苒系列,博苒优黑,A4403-180-K0901,180,优黑,787,1092,9.5,,,,,,,,,,,
博苒系列,博苒优黑,A4403-250-K0901,250,优黑,787,1092,13.2,,,,,,,,,,,
博苒系列,博苒优黑,A4403-330-K0901,330,优黑,787,1092,17.4,,,,,,,,,,,
博苒系列,博苒牛津,A4405-120-W0401,120,白色,787,1092,3.9,,,,,,,,,,,
博苒系列,博苒牛津,A4405-180-W0401,180,白色,787,1092,5.8,,,,,,,,,,,
博苒系列,博苒牛津,A4405-250-W0401,250,白色,787,1092,8.1,,,,,,,,,,,
博苒系列,博苒牛津,A4405-280-W0401,280,白色,787,1092,9,,,,,,,,,,,
博苒系列,博苒牛津,A4405-330-W0401,330,白色,787,1092,10.6,,,,,,,,,,,
博苒系列,博苒牛津,A4405-120-K0901,120,优黑,787,1092,5.4,,,,,,,,,,,
博苒系列,博苒牛津,A4405-180-K0901,180,优黑,787,1092,8.1,,,,,,,,,,,
博苒系列,博苒牛津,A4405-250-K0901,250,优黑,787,1092,11.3,,,,,,,,,,,
博苒系列,博苒牛津,A4405-330-K0901,330,优黑,787,1092,14.9,,,,,,,,,,,
博苒系列,博苒雅格,A4404-120-W0401,120,白色,787,1092,3.9,,,,,,,,,,,
博苒系列,博苒雅格,A4404-180-W0401,180,白色,787,1092,5.8,,,,,,,,,,,
博苒系列,博苒雅格,A4404-250-W0401,250,白色,787,1092,8.1,,,,,,,,,,,
博苒系列,博苒雅格,A4404-280-W0401,280,白色,787,1092,9,,,,,,,,,,,
博苒系列,博苒雅格,A4404-330-W0401,330,白色,787,1092,10.6,,,,,,,,,,,
博苒系列,博苒雅格,A4404-120-K0901,120,优黑,787,1092,5.4,,,,,,,,,,,
博苒系列,博苒雅格,A4404-180-K0901,180,优黑,787,1092,8.1,,,,,,,,,,,
博苒系列,博苒雅格,A4404-250-K0901,250,优黑,787,1092,11.3,,,,,,,,,,,
博苒系列,博苒雅格,A4404-330-K0901,330,优黑,787,1092,14.9,,,,,,,,,,,
博苒系列,博苒朗格,A4406-120-W0401,120,白色,787,1092,3.9,,,,,,,,,,,
博苒系列,博苒朗格,A4406-180-W0401,180,白色,787,1092,5.8,,,,,,,,,,,
博苒系列,博苒朗格,A4406-250-W0401,250,白色,787,1092,8.1,,,,,,,,,,,
博苒系列,博苒朗格,A4406-280-W0401,280,白色,787,1092,9,,,,,,,,,,,
博苒系列,博苒朗格,A4406-330-W0401,330,白色,787,1092,10.6,,,,,,,,,,,
博苒系列,博苒朗格,A4406-120-K0901,120,优黑,787,1092,5.4,,,,,,,,,,,
博苒系列,博苒朗格,A4406-180-K0901,180,优黑,787,1092,8.1,,,,,,,,,,,
博苒系列,博苒朗格,A4406-250-K0901,250,优黑,787,1092,11.3,,,,,,,,,,,
博苒系列,博苒朗格,A4406-330-K0901,330,优黑,787,1092,14.9,,,,,,,,,,,
博苒系列,博苒时尚,A4407-120-W0401,120,白色,787,1092,3.9,,,,,,,,,,,
博苒系列,博苒时尚,A4407-180-W0401,180,白色,787,1092,5.8,,,,,,,,,,,
博苒系列,博苒时尚,A4407-250-W0401,250,白色,787,1092,8.1,,,,,,,,,,,
博苒系列,博苒时尚,A4407-280-W0401,280,白色,787,1092,9,,,,,,,,,,,
博苒系列,博苒时尚,A4407-330-W0401,330,白色,787,1092,10.6,,,,,,,,,,,
博苒系列,博苒时尚,A4407-120-K0901,120,优黑,787,1092,5.4,,,,,,,,,,,
博苒系列,博苒时尚,A4407-180-K0901,180,优黑,787,1092,8.1,,,,,,,,,,,
博苒系列,博苒时尚,A4407-250-K0901,250,优黑,787,1092,11.3,,,,,,,,,,,
博苒系列,博苒时尚,A4407-330-K0901,330,优黑,787,1092,14.9,,,,,,,,,,,
博苒系列,博苒茶纸,A4410-120-W0601,120,茶白,787,1092,4.6,,,,,,,,,,,
博苒系列,博苒茶纸,A4410-180-W0601,180,茶白,787,1092,7,,,,,,,,,,,
博苒系列,博苒茶纸,A4410-250-W0601,250,茶白,787,1092,9.7,,,,,,,,,,,
博苒系列,博苒茶纸,A4410-330-W0601,330,茶白,787,1092,12.8,,,,,,,,,,,
博苒系列,博苒茶纸,A4410-120-C2401,120,茶米,787,1092,4.6,,,,,,,,,,,
博苒系列,博苒茶纸,A4410-180-C2401,180,茶米,787,1092,7,,,,,,,,,,,
博苒系列,博苒茶纸,A4410-250-C2401,250,茶米,787,1092,9.7,,,,,,,,,,,
博苒系列,博苒茶纸,A4410-330-C2401,330,茶米,787,1092,12.8,,,,,,,,,,,
博苒系列,博苒茶纸,A4410-120-C2501,120,茶棕,787,1092,4.6,,,,,,,,,,,
博苒系列,博苒茶纸,A4410-180-C2501,180,茶棕,787,1092,7,,,,,,,,,,,
博苒系列,博苒茶纸,A4410-250-C2501,250,茶棕,787,1092,9.7,,,,,,,,,,,
博苒系列,博苒茶纸,A4410-330-C2501,330,茶棕,787,1092,12.8,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-120-F5001,120,自然白,787,1092,4.6,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-180-F5001,180,自然白,787,1092,7,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-250-F5001,250,自然白,787,1092,9.7,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-350-F5001,350,自然白,787,1092,13.5,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-120-F5101,120,沙尘色,787,1092,4.6,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-180-F5101,180,沙尘色,787,1092,7,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-250-F5101,250,沙尘色,787,1092,9.7,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-350-F5101,350,沙尘色,787,1092,13.5,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-120-F5201,120,雾霾灰,787,1092,4.6,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-180-F5201,180,雾霾灰,787,1092,7,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-250-F5201,250,雾霾灰,787,1092,9.7,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-350-F5201,350,雾霾灰,787,1092,13.5,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-120-F5401,120,环保棕,787,1092,4.6,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-180-F5401,180,环保棕,787,1092,7,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-250-F5401,250,环保棕,787,1092,9.7,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-350-F5401,350,环保棕,787,1092,13.5,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-120-F5301,120,烟尘灰,787,1092,4.6,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-180-F5301,180,烟尘灰,787,1092,7,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-250-F5301,250,烟尘灰,787,1092,9.7,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-350-F5301,350,烟尘灰,787,1092,13.5,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-120-F5501,120,低碳黑,787,1092,5.7,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-180-F5501,180,低碳黑,787,1092,8.5,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-250-F5501,250,低碳黑,787,1092,11.8,,,,,,,,,,,
博苒系列,博苒再生纸,A4411-350-F5501,350,低碳黑,787,1092,16.5,,,,,,,,,,,
博苒系列,博苒草本飘香,A4413-120-W1301,120,菊白,787,1092,5.2,,,,,,,,,,,
博苒系列,博苒草本飘香,A4413-250-W1301,250,菊白,787,1092,10.7,,,,,,,,,,,
博苒系列,博苒草本飘香,A4413-330-W1301,330,菊白,787,1092,14.2,,,,,,,,,,,
博苒系列,博苒草本飘香,A4413-120-Y2301,120,米黄,787,1092,5.2,,,,,,,,,,,
博苒系列,博苒草本飘香,A4413-250-Y2301,250,米黄,787,1092,10.7,,,,,,,,,,,
博苒系列,博苒草本飘香,A4413-330-Y2301,330,米黄,787,1092,14.2,,,,,,,,,,,
博苒系列,博苒草本飘香,A4413-120-H5001,120,青灰,787,1092,5.4,,,,,,,,,,,
博苒系列,博苒草本飘香,A4413-250-H5001,250,青灰,787,1092,11.3,,,,,,,,,,,
博苒系列,博苒草本飘香,A4413-330-H5001,330,青灰,787,1092,14.9,,,,,,,,,,,
博苒系列,博苒草本飘香,A4413-120-C3001,120,苔绿,787,1092,6.2,,,,,,,,,,,
博苒系列,博苒草本飘香,A4413-250-C3001,250,苔绿,787,1092,12.9,,,,,,,,,,,
博苒系列,博苒草本飘香,A4413-330-C3001,330,苔绿,787,1092,17,,,,,,,,,,,
博苒系列,博苒草本飘香,A4413-120-Y2201,120,姜黄,787,1092,6.2,,,,,,,,,,,
博苒系列,博苒草本飘香,A4413-250-Y2201,250,姜黄,787,1092,12.9,,,,,,,,,,,
博苒系列,博苒草本飘香,A4413-330-Y2201,330,姜黄,787,1092,17,,,,,,,,,,,
博苒系列,博苒草本飘香,A4413-120-C2901,120,瓦红,787,1092,6.2,,,,,,,,,,,
博苒系列,博苒草本飘香,A4413-250-C2901,250,瓦红,787,1092,12.9,,,,,,,,,,,
博苒系列,博苒草本飘香,A4413-330-C2901,330,瓦红,787,1092,17,,,,,,,,,,,
博苒系列,博苒草本飘香,A4413-120-C2801,120,咖棕,787,1092,6.2,,,,,,,,,,,
博苒系列,博苒草本飘香,A4413-250-C2801,250,咖棕,787,1092,12.9,,,,,,,,,,,
博苒系列,博苒草本飘香,A4413-330-C2801,330,咖棕,787,1092,17,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-090-C52S01,90,摩卡深咖,787,1092,3.7,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-120-C52S01,120,摩卡深咖,787,1092,4.9,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-190-C52S01,190,摩卡深咖,787,1092,7.8,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-330-C52S01,330,摩卡深咖,787,1092,13.5,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-090-C53S01,90,拿铁奶棕,787,1092,3.5,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-120-C53S01,120,拿铁奶棕,787,1092,4.6,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-190-C53S01,190,拿铁奶棕,787,1092,7.3,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-330-C53S01,330,拿铁奶棕,787,1092,12.8,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-090-G35S01,90,油柑绿,787,1092,3.5,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-120-G35S01,120,油柑绿,787,1092,4.6,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-190-G35S01,190,油柑绿,787,1092,7.3,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-330-G35S01,330,油柑绿,787,1092,12.8,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-090-G36S01,90,抹茶绿,787,1092,3.7,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-120-G36S01,120,抹茶绿,787,1092,4.9,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-190-G3601,190,抹茶绿,787,1092,7.8,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-330-G3601,330,抹茶绿,787,1092,13.5,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-090-K1601,90,意式浓缩黑,787,1092,4.3,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-120-K1601,120,意式浓缩黑,787,1092,5.7,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-190-K1601,190,意式浓缩黑,787,1092,9,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-330-K1601,330,意式浓缩黑,787,1092,15.6,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-90-R39S01,90,丝绒红,787,1092,4.3,,,,,,,,,,,
